,Date,Country,City,Killed,Injured,Total,Description
2899,24/6/2005,Iraq,Ramadi,13,10,23,"Eight policemen are captured at a checkpoint by Jihadis, then executed.  Two separate attacks elsewhere leave five others dead."
2900,24/6/2005,Afghanistan,Chora,3,0,3,The Taliban murder an election candidate and two of his bodyguards.
2901,24/6/2005,Thailand,Yala,2,0,2,"A man and his wife stop to remove a tree branch from the road, when they are attacked by militant Muslims, who then cut off their heads."
2902,24/6/2005,India,Srinagar,9,25,34,Nine people are killed when Islamic militants detonate a powerful car bomb at a popular tourist attraction.
2903,24/6/2005,Chechnya,Shali-Makhety,1,0,1,A man is killed by a Muslim sniper.
2904,24/6/2005,Thailand,Narathiwat,1,0,1,A female school principal is murdered by Islamic gunmen.
2905,25/6/2005,Thailand,Yala,2,0,2,"Two civilians, including a rubber worker, are murdered by Muslims in separate attacks."
2906,25/6/2005,India,Behibagh,1,0,1,A female schoolteacher is killed by the Mujahideen.
2907,25/6/2005,Iraq,Mosul,5,2,7,"Suicide bomber blows himself to Allah, taking five innocents with him."
2908,25/6/2005,Iraq,Samarrah,9,16,25,"Suicide bomber slams into a residential neighborhood, killing nine civilians and injuring sixteen."
2909,25/6/2005,Iraq,Baghdad,5,7,12,"Sunni insurgents mortar bomb a crowded Shia cafe, killing five civilians and injuring seven."
2910,25/6/2005,Israel,Beit Hagai,2,3,5,"A brutal shooting attack a point-blank range on a group of Israeli teenagers, hitchhiking on a roadside, leaves a 17-year-old and a 16-year-old dead.  Three others were injured.  al-Aqsa Martyrs Brigade take credit for the murder."
2911,26/6/2005,Iraq,Mosul,36,19,55,Four bombings by suicidal Fedayeen in disguised vehicles leave three dozen people dead and dozens more injured.
2912,26/6/2005,India,Dachabpore,1,0,1,"The Mujahideen abduct a civilian from his home, take him to an orchard and kill him in brutal fashion."
2913,27/6/2005,Iraq,Baghdad,3,0,3,"Islamic fundamentalists attack a barbershop, killing two, including a 9-year-old boy, then blow up the building."
2914,27/6/2005,India,Kupwara,1,0,1,"The Mujahideen abduct a woman from her home, torture then murder her."
2915,27/6/2005,Ingushetia,Karabulak,1,0,1,Sunni extremists murder an engineer.
2916,28/6/2005,Thailand,Narathiwat,1,0,1,A chicken vendor is murdered by Islamists.
2917,28/6/2005,Iraq,Tal Afar,4,21,25,"Four people, including a child, lose their lives in a Jihad mortar attack."
2918,28/6/2005,Thailand,Pattani,2,0,2,A janitor and a poultry trader are murdered in separate attacks by Islamic militants on motorcycles.
2919,28/6/2005,Thailand,Yala,1,0,1,Islamic militants shoot a government worker to death as he is walking along the side of the road.
2920,28/6/2005,Iraq,Kirkuk,3,0,3,Sunni terrorists kill three oil company workers with a roadside bomb.
2921,28/6/2005,Iraq,Baghdad,4,24,28,"Four civilians are killed, and dozens injured when fundamentalists detonate a car bomb outside a theater."
2922,28/6/2005,Iraq,Musayyib,3,13,16,"A suicide bomber enters a hospital then detonates his explosives, killing three other people."
2923,28/6/2005,Iraq,Baghdad,5,0,5,"An 87-year-old Iraqi politician and four others, including his son, are killed by a Fedayeen suicide bomber."
2924,28/6/2005,India,Bhaderwah,4,0,4,Four security personnel are killed by Muslim militants in a shootout.
2925,29/6/2005,India,Srinagar,0,14,14,Fourteen people are injured when the Mujahideen toss a grenade into a city street.
2926,29/6/2005,Israel,Mount Dov,1,3,4,"Hezbollah attacks an Israeli position from across the Lebanese border, killing one and injuring three."
2927,29/6/2005,Thailand,Narathiwat,2,0,2,Two people are murdered in separate attacks by radical Muslims.
2928,29/6/2005,Thailand,Pattani,1,0,1,A city councilman is killed by Muslim assassins.
2929,30/6/2005,Saudi Arabia,Mecca,1,0,1,A security specialist is murdered by al-Qaeda as he is leaving work.
2930,30/6/2005,Thailand,Yala,1,0,1,A civilian is murdered by Islamists as he is leaving a market.
2931,30/6/2005,India,Kallar Kattal,1,0,1,A man is attacked in his home and beaten to death by militant Muslims.
2932,30/6/2005,Iraq,Baghdad,7,0,7,Muslim gunmen burst into an optician's shop and kill seven people in cold blood - four from the same family.
2933,30/6/2005,India,Mahakund,4,0,4,"The Mujahideen kill a 20-year-old girl on the night before her wedding, along with her mother and a neighbor.  A civilian is also abducted from his home and killed in the same district."
2934,30/6/2005,Afghanistan,Tirin Kot,9,1,10,"Nine village elders are kidnapped and killed by the Taliban, along with a 10-year-old boy."
2935,1/7/2005,India,Kashmir,3,0,3,"Three civilians are abducted from their homes and executed by the Mujahideen, including a 65-year-old man."
2936,1/7/2005,Iraq,Baghdad,1,0,1,A Shiite cleric is gunned down in cold blood by Sunnis in a drive-by attack.
2937,2/7/2005,Thailand,Pattani,1,0,1,A farmer is gunned down my Islamic radicals.
2938,2/7/2005,Thailand,Pattani,2,0,2,Two Buddhist villagers are murdered by Muslim terrorists while drinking tea.
2939,2/7/2005,Thailand,Pattani,1,1,2,"Muslims fire on a policeman and his wife, killing the man."
2940,2/7/2005,Dagestan,Makhachkala,11,23,34,Russian troops and civilians are casualties in a radio-controlled bomb attack outside a bathhouse blamed on Islamic militants.
2941,2/7/2005,Afghanistan,Paktika,6,2,8,"The Taliban attack a UN convoy with a roadside bomb, killing six Afghan security personnel."
2942,2/7/2005,Iraq,Mahmudiyah,2,0,2,A bomb hidden in a vegetable cart targets a Shia funeral procession.
2943,2/7/2005,Iraq,Hilla,6,26,32,Two Sunni suicide bombers kill at least six people and injured dozens more in a Shia neighborhood.
2944,2/7/2005,Iraq,Baghdad,16,22,38,A suicidal Muslim bomber kills sixteen other people outside a police station.  About two dozen others are injured in the blast.
2945,3/7/2005,Afghanistan,Kandahar,1,0,1,Pro-democracy cleric is killed by a Taliban sniper his home.
2946,3/7/2005,Syria,Damascus,2,0,2,"Two Syrian border patrol personnel are killed an Islamic extremist, near Lebanon."
2947,4/7/2005,Afghanistan,Registan,2,0,2,Two Afghan policemen are kidnapped and executed by the Taliban.
2948,4/7/2005,Thailand,Yala,1,0,1,A civilian is murdered by Muslim jihadists.
2949,4/7/2005,Dagestan,Makhachkala,2,2,4,Two policemen are killed by an insurgent bombing.
2950,4/7/2005,India,Dadsara,1,0,1,The Mujahideen abduct then shoot a civilian to death.
2951,4/7/2005,Iraq,Baghdad,2,1,3,"Sunni insurgents kill a painting contractor, and kidnap, torture and behead another man."
2952,4/7/2005,Iraq,Baghdad,2,4,6,"A remote-controlled bomb kills two civilians, including a woman."
2953,4/7/2005,India,Wagbal Karhama,1,0,1,A youth is abducted and hanged by the Mujahideen.
2954,4/7/2005,Iraq,Fallujah,3,9,12,"Three civilians are blown to bits, and nine others badly injured by a Fedayeen suicide bombing on a busy road."
2955,4/7/2005,Afghanistan,Bande Sardeh,1,2,3,A suicide bomber on a bicycle kills a Turkish engineer and injures two others.
2956,5/7/2005,Dagestan,Makhachkala,2,0,2,"A prominent politician is assassinated, along with his uncle, by suspected Islamists as they sit in their car at a light."
2957,5/7/2005,India,Pulwama,2,1,3,"In two separate home invasions, the Mujahideen shoot two people to death and critically injure the wife of one."
2958,5/7/2005,Thailand,Pattani,1,0,1,A 44-year-old security force member is abducted and beheaded by Islamists.
2959,5/7/2005,Iraq,Baghdad,3,0,3,Islamic extremists shoot three barbers to death for shaving beards.
2960,6/7/2005,Dagestan,Makhachkala,1,3,4,"Islamic militants open fire on a group of policemen, killing one."
2961,6/7/2005,Thailand,Narathiwat,1,0,1,A newspaper deliveryman is murdered by Muslim radicals.
2962,6/7/2005,Thailand,Pattani,1,0,1,A teacher is murdered by Islamists.
2963,6/7/2005,Algeria,Tizi Ouzou,4,0,4,Fundamentalists slit the throats of three Algerian soldiers and a civilian.
2964,6/7/2005,India,Budgam,1,0,1,The Mujahideen kidnap a student from his classroom and subsequently shoot him to death.
2965,6/7/2005,Algeria,Skikda,1,13,14,"Islamic fundamentalists bomb a convoy, killing one Algerian solider and injuring thirteen others."
2966,6/7/2005,Thailand,Narathiwat,1,0,1,Muslims on motorcycles shoot a 52-year-old in the neck and hand as he is riding to market.
2967,6/7/2005,Iraq,Jbala,13,30,43,Thirteen civilians are slaughtered in twin suicide bombings by Muslim extremists.  About thirty others are injured.
2968,7/7/2005,Iraq,Baghdad,1,0,1,"al-Qaeda Organization for Holy War pronounces ""Allah's judgment"" and kills a kidnapped Egyptian diplomat on video."
2969,7/7/2005,Afghanistan,Helmand,10,0,10,Ten Afghan police officers are captured by the Taliban and senselessly beheaded.
2970,7/7/2005,England,London,52,750,802,Islamic terrorists massacre more than fifty commuters on three separate subway trains and a double-decker bus on the street with four suicide bombs.  Over seven-hundred people are injured.
2971,7/7/2005,Iraq,Mosul,5,52,57,Five people at a market are killed when Sunni terrorists lob more than a dozen mortar rounds into the square.
2972,7/7/2005,Afghanistan,Spin Boldak,3,0,3,"Religious extremists blow up a passing vehicle, killing three civilians."
2973,8/7/2005,Thailand,Narathiwat,1,0,1,"Islamists fire on utility workers trimming trees, killing one."
2974,8/7/2005,Afghanistan,Paktika,2,0,2,A man and his wife are murdered inside their home by Sunni extremists.
2975,8/7/2005,India,Rajouri,4,0,4,Four Indian soldiers are ambushed and killed by Islamic militants.
2976,9/7/2005,Algeria,Tezi Ozo,4,0,4,"A group of thirty Islamists set-up a fake roadblock, then slaughter four Algerians that are fooled into stopping."
2977,9/7/2005,Pakistan,Karachi,1,0,1,A Shia cleric is gunned down on a street by Pakistani Sunnis.
2978,9/7/2005,Iraq,Baghdad,8,0,8,A family of eight Shia is gruesomely murdered by Sunni radicals as they sleep in their home.
2979,10/7/2005,Iraq,Kirkuk,4,15,19,"Suicidal Sunni kills four civilians on a highway, near a hospital.  Fifteen are injured in the blast."
2980,10/7/2005,Iraq,Baghdad,25,47,72,"A al-Qaeda suicide bomber blows himself to Allah, taking twenty-five innocents with him.  Nearly fifty others are injured."
2981,10/7/2005,Iraq,Syrian Border,7,0,7,Two Islamic suicide bombers kill seven customs agents.
2982,10/7/2005,Afghanistan,Darreh-ye Nur,2,0,2,The Taliban murder two civilians in an incendiary attack on their vehicle.
2983,10/7/2005,Thailand,Narathiwat,1,0,1,A man is murdered in his grocery story by Islamic radicals.
2984,11/7/2005,Thailand,Yala,2,0,2,Two village guards are killed in separate terror attacks.
2985,11/7/2005,Somalia,Mogadishu,1,0,1,al-Qaeda assassinates a Somali peace activist outside his home.
2986,12/7/2005,Israel,Netanya,5,70,75,"The terror group, Islamic Jihad, takes credit for a suicide bombing, in which a bomber kills five Jews crossing the street in front of a mall.  All of the victims were female, two were teenage girls.  About seventy others were injured."
2987,12/7/2005,Iraq,Kirkuk,3,15,18,"Sunnis detonate a car bomb in an industrial district, killing three civilians and injuring fifteen more."
2988,12/7/2005,Thailand,Pattani,4,0,4,Four civilians are murdered in separate attacks by Muslim radicals.
2989,12/7/2005,Algeria,Ahnif,2,0,2,Two community guards are killed in separate attacks by Islamic fundamentalists (Jijel).
2990,12/7/2005,Lebanon,Beyrouth,1,12,13,"Muslim terrorists target a Christian politician with a bomb, but kill a civilian instead."
2991,13/7/2005,Afghanistan,Safian,1,0,1,A civilian is shot to death by Sunni extremists.
2992,13/7/2005,Iraq,Jalawlah,2,16,18,A suicide bomber kills two others inside a Sunni mosque.
2993,13/7/2005,Iraq,Baghdad,27,25,52,"An Islamic suicide bomber deliberately plows his car into a group of children, slaughtering at least twenty-seven.  Children were amply represented among the injured."
2994,13/7/2005,Pakistan,Jhal Magsi,3,3,6,"Three children, including two brothers, are killed by a homemade bomb."
2995,13/7/2005,India,Bigambri,1,0,1,"The Mujahideen abduct a civilian, then kill him in captivity."
2996,14/7/2005,Thailand,Yala,2,21,23,"Islamic militants set off four bombs in restaurants and other business areas, killing at least two people."
2997,14/7/2005,Israel,Netiv Haasara,1,1,2,"Palestinian terrorists hit an Israeli residence with a missile, killing a woman."
2998,15/7/2005,Thailand,Narathiwat,1,0,1,A metal-shop owner is shot to death in a tea shop by Islamists.
2999,15/7/2005,Thailand,Pattani,2,0,2,"Two civilians, including a taxi driver, are murdered by Islamic terrorists."
3000,15/7/2005,Afghanistan,Kandahar,7,0,7,Seven cops are brutally slain in a surprise attack by religious extremists.
3001,15/7/2005,Thailand,Narathiwat,2,0,2,Two female teachers are gunned down by Muslims on motorcycles as they are walking home.
3002,15/7/2005,Iraq,Baghdad,27,100,127,Seven suicide bombers take at least twenty-seven innocents with them to Allah.  About one hundred others suffer injuries; many lose limbs.
3003,16/7/2005,India,Baramulla,2,0,2,"The Mujahideen shoot a man to death outside his home, and also stage a separate attack that kills a 6-year-old girl."
3004,16/7/2005,Iraq,Basra,3,2,5,Muslim terrorists kill three British soldiers with a roadside bomb.
3005,16/7/2005,Iraq,Musayyib,71,160,231,"A religious extremist with explosives wrapped around his chest, detonates himself in a crowded city street, killing over seventy other people.  Nearly two-hundred others are injured in the horrific attack."
3006,16/7/2005,Thailand,Narathiwat,2,0,2,"Muslim separatists attack a school, killing two security guards."
3007,17/7/2005,Iraq,Baghdad,22,21,43,Four Fedayeen kill twenty-two people in separate suicide bombings.
3008,18/7/2005,Afghanistan,Kamdish,1,0,1,Taliban extremists murder an electoral worker.
3009,18/7/2005,Afghanistan,Uruzgan,9,0,9,Nine villagers are slaughtered in a Taliban raid.
3010,18/7/2005,Pakistan,Chilas Farm,5,15,20,Five passengers aboard a bus are killed when the Mujahideen ambush it along a mountain road.  Fifteen others are injured.
3011,18/7/2005,Pakistan,Quetta,1,1,2,"A Shia schoolteacher is gunned down, and his wife critically injured."
3012,18/7/2005,Pakistan,Karachi,1,1,2,"A Sunni cleric is attacked in his car by Shia on motorcycles, who manage to kill his son."
3013,18/7/2005,Iraq,Baghdad,7,0,7,Islamic insurgents murder six policemen and a government worker in six separate shooting attacks.
3014,18/7/2005,India,Arwani,1,1,2,The Mujahideen shoot a man to death outside his shop.
3015,18/7/2005,Thailand,Yala,3,1,4,"In three separate attacks, Muslims behead a farmer and shoot at least two other people to death, including a school principal."
